show_id,type,title,listed_in,description
80190518,TV Show,Sudden,International TV Shows  Romantic TV Shows  TV Dramas,A car accident sends four lawyers spiraling in different directions as they scramble to rebuild their shattered lives.
80002999,TV Show,The Code,Crime TV Shows  International TV Shows  TV Dramas,"Investigating a deadly car crash, a journalist and his hacker brother stumble into a conspiracy that reaches into the upper echelons of government."
80157275,TV Show,The Dream Catchers,International TV Shows  Romantic TV Shows  TV Dramas,Four engineers from different walks of life cross paths in pursuit of the same selfless dream: making the world a better place – and finding love.
80162195,Movie,The Free Man,Documentaries  Sports Movies,Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.
80106036,Movie,The Lion Woman,Dramas  International Movies,A girl born with a condition that causes abnormal hair growth across her body tries to cope with the challenges of being different.
80198687,Movie,The President's Barber,Comedies  Dramas  International Movies,"The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s."
80163353,Movie,Tokyo Idols,Documentaries  International Movies  Music & Musicals,"This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions."
80162246,Movie,Verónica,Dramas  Independent Movies  International Movies,"A reclusive psychologist agrees to treat a patient – whose therapist is missing – at her remote cabin, where the women test each other's boundaries."
80112371,Movie,Welcome to Monster High: The Origin Story,Children & Family Movies,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.
80189209,TV Show,What She Put on the Table,International TV Shows  TV Dramas,"Based on the life of TV chef Fu Pei-mei, this drama follows two women – one rich, the other poor – who fortuitously cross paths in 1950s Taiwan."
80208413,Movie,Wrong Side Raju,Dramas  International Movies,The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol.
80111818,TV Show,Be with Me,International TV Shows  Romantic TV Shows  TV Dramas,"They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever."
80116939,TV Show,Be with You,International TV Shows  Romantic TV Shows  TV Dramas,"After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue."
80128277,Movie,Bombshell,Dramas,"In 1985, when a vessel protesting nuclear testing is sunk in New Zealand, local police fight to prove it was a terrorist plot by their French allies."
80094453,Movie,Chatô: The King of Brazil,Dramas  International Movies,"The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial, where his passions and achievements are judged."
80128338,TV Show,Chewin' the Fat,British TV Shows  TV Comedies,"Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life."
80111650,TV Show,Fall in Love with Me,International TV Shows  Romantic TV Shows  TV Comedies,The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.
70153553,Movie,Harud,Dramas  International Movies,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera."
80111554,TV Show,Love Cheque Charge,International TV Shows  Romantic TV Shows  TV Comedies,"Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word."
80097248,TV Show,Masha's Spooky Stories,Kids' TV,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears."
80098709,Movie,Much Ado About Nothing,Dramas  Independent Movies  International Movies,Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident.
80111556,TV Show,Murphy's Law of Love,International TV Shows  Romantic TV Shows  TV Comedies,An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.
80092849,Movie,My Big Night,Comedies  International Movies,An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever.
80107372,Movie,My Little Pony Equestria Girls: Legend of Everfree,Children & Family Movies  Comedies,"The Equestria Girls, human teen counterparts to My Little Pony characters, head to Camp Everfree, where they need a little magic to help save summer."
80138584,TV Show,Old Money,International TV Shows  TV Comedies  TV Dramas,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs."
80006232,Movie,Pac's Scary Halloween,Movies,"When sinister Dr. Pacenstein schemes to swap bodies with Pac during a Halloween party, Spiral, Cyli and Count Pacula scramble to save their pal."
80106138,Movie,Riphagen - The Untouchable,Dramas  International Movies,"This biopic profiles Andries Riphagen, a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths."
70205018,TV Show,Robotech,Anime Series,"When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress."
80111683,TV Show,Someone Like You,International TV Shows  Romantic TV Shows  TV Dramas,"After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend."
80038288,Movie,Umrika,Dramas  Independent Movies  International Movies,"An ambitious man leaves his small Indian village for America. But when his letters to home stop coming, his brother sets out on his own adventure."
80109089,Movie,Unchained: The Untold Story of Freestyle Motocross,Documentaries  Sports Movies,"This adrenaline-rush documentary traces the rise of freestyle motocross, arguably the world's most extreme sport, and spotlights its pioneers."
80061797,Movie,Welcome Mr. President,Comedies  International Movies,"When frustrated politicians name a historical figure as the next president, an honest, humble man by the same name suddenly becomes Italy's leader."
80111845,TV Show,When I See You Again,International TV Shows  Romantic TV Shows  TV Comedies,"On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected."
80048100,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,Kids' TV,"Six years after Yugo and his team defeat Qilby, Ogrest's crying floods Amalia's kingdom. To stop him, they must find the six missing Eliatrope Dofus."
70206821,Movie,A Stoning in Fulham County,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community."
70206816,Movie,Adam: His Song Continues,Dramas,"After their child was abducted and murdered, John and Reve Walsh fought to raise national awareness of the problem of missing children."
60022914,Movie,Hard Lessons,Dramas,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school."
70206818,Movie,In Defense of a Married Man,Dramas,"A lawyer's husband is having an affair. When his mistress is found dead, he becomes the prime suspect – and his wife must take charge of his defense."
70206819,Movie,Quiet Victory: The Charlie Wedemeyer Story,Dramas  Sports Movies,"When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease, he perseveres in leading his team despite becoming disabled."
70206822,Movie,Strange Voices,Dramas,"When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia, a desperate couple seeks treatment for her."
